Площадь,Количество комнат,Этаж,Количество этажей в доме,Цена,Адрес,Изображения,Описание,S3_изображения,Количество_фото
50.0,1,14,27,140000,ЖК «Лайм»,"['avatars.mds.yandex.net/get-realty-offers/14770411/5f787301-f8a4-44cb-8e7d-f5e2e692c512/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16445801/f7d6df9b-81d7-4d77-a4b2-827287a74d44/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17764720/a30cee9f-c3e3-4241-ae6e-8dde993a9802/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14396637/7e66f8ea-d021-43fc-8043-50a6088178bd/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/19513189/774e7c7b-73c1-4f96-a5e8-f715b2814012/app_snippet_large']","Арт. 131445653 Вашему вниманию одна из лучших квартир в районе м. Алексеевская в ЖК бизнес-класса Лайм! Лайм - это большой закрытый двор, круглосуточный консьерж, просторные входные группы с зонами ожидания, удобное место расположения (5 мин до ТТК,","['s3://realty-images/flats/351/image_1.jpg', 's3://realty-images/flats/351/image_2.jpg', 's3://realty-images/flats/351/image_3.jpg', 's3://realty-images/flats/351/image_4.jpg', 's3://realty-images/flats/351/image_5.jpg']",5
29.0,1,2,25,77000,ЖК «В стремлении к свету,"['avatars.mds.yandex.net/get-realty-offers/14098308/103b170e-3d5c-4511-8d3a-3f11abee650d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17720277/50d67649-d3f1-455a-9220-17e081d0aab2/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/19856232/ba3e579d-c035-4457-88a3-bbeac0a1962e/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13912669/33dc488b-9c2c-450a-aecd-1ca957e666bb/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15239606/4a15746a-7ad7-4701-b1a5-4d0689411ee8/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 29 кв.м. с дизайнерским ремонтом на 2 этаже в 25-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Сушильная машина  Холодильник  Посудомоечная машина  Кондиционер,"['s3://realty-images/flats/352/image_1.jpg', 's3://realty-images/flats/352/image_2.jpg', 's3://realty-images/flats/352/image_3.jpg', 's3://realty-images/flats/352/image_4.jpg', 's3://realty-images/flats/352/image_5.jpg']",5
34.1,1,25,32,120000,ЖК Левел Причальный,"['avatars.mds.yandex.net/get-realty-offers/16304208/065eeb6c-22d2-46d1-a2dc-07815ebfcabf/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16215124/ef83a442-902b-4c3e-9d01-9eddaa5e0130/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17716653/6b5ec4fb-b88f-4fec-9025-6fca0e75d95a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16146422/2e07c46d-7973-4af2-8042-101d8dd2b1ae/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16408927/e74fe067-e16a-4777-a316-87a44f63d1a0/app_snippet_large']",Id 56161. Аренда стильной квартиры с панорамным видом на Москву в ЖК «Level Причальный» Предлагаем вам уникальное предложение  современную квартиру-студию на 25-м этаже премиального жилого комплекса «Level Причальный». Главная особенность,"['s3://realty-images/flats/353/image_1.jpg', 's3://realty-images/flats/353/image_2.jpg', 's3://realty-images/flats/353/image_3.jpg', 's3://realty-images/flats/353/image_4.jpg', 's3://realty-images/flats/353/image_5.jpg']",5
36.0,1,12,20,104000,ЖК «Серебряный фонтан»,"['avatars.mds.yandex.net/get-realty-offers/13912669/c045d2ad-6b6b-43d1-b060-e9df8a8e86c4/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17741007/fd855d29-63ec-4e19-b782-9c5318baca53/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13094623/fafa9a82-01a6-4fb1-9e86-4310cf3e891d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/12728172/50de57de-d5d9-4a91-9c8c-0c89f120dcce/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10238482/1781c726-d491-4e1a-9d0c-fc2b8db7f01f/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 36 кв.м. с косметическим ремонтом на 12 этаже в 20-этажном доме. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Сушильная машина  Холодильник Дом - монолитный, окна выходят во двор. Есть консьерж.","['s3://realty-images/flats/354/image_1.jpg', 's3://realty-images/flats/354/image_2.jpg', 's3://realty-images/flats/354/image_3.jpg', 's3://realty-images/flats/354/image_4.jpg', 's3://realty-images/flats/354/image_5.jpg']",5
38.0,1,2,22,78100,"Шереметьевская улица,27","['avatars.mds.yandex.net/get-realty-offers/16502204/60a2eb49-0864-404d-9f68-76fa0c132857/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13844304/ffd92f12-06ab-457d-ba1b-d92c4229270a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14807254/d31f808d-e31b-4377-9b61-3f9144d3be1f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14814928/56474ecf-64bf-4f1e-8c8f-6f63c153ce72/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16408927/08275908-3678-4d4f-a0da-a2927e95894c/app_snippet_large']","Лот квартира №397052. ВЫГОДА - Платите арендный платеж картой любого Банка, кредитной/дебетовой и получайте бонусы в соответствии с условиями Банка - Без комиссии УСЛОВИЯ - Минимальный срок аренды 11 мес. - Без детей - Без животных - Залог 50000  -","['s3://realty-images/flats/355/image_1.jpg', 's3://realty-images/flats/355/image_2.jpg', 's3://realty-images/flats/355/image_3.jpg', 's3://realty-images/flats/355/image_4.jpg', 's3://realty-images/flats/355/image_5.jpg']",5
36.0,1,8,33,100500,Руставели 14,"['avatars.mds.yandex.net/get-realty-offers/11909678/f5fd29c6-f0a5-4737-b924-94df7587e1f5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14767060/e2cb3a3e-8e20-45c9-8c48-a411a9c54c3e/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15528624/4aad646d-0b61-49e3-a15a-a79eb013d261/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14293020/9f2c85fb-0ef6-451b-8c4f-a7220ebb36b3/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14363166/59451bd9-35cb-4642-81b2-3c1d7f19d68d/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 36 кв.м. с евроремонтом на 8 этаже в 33-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Стиральная машина  Сушильная машина  Холодильник  Микроволновка Дом - монолитный, окна выходят во двор. В","['s3://realty-images/flats/356/image_1.jpg', 's3://realty-images/flats/356/image_2.jpg', 's3://realty-images/flats/356/image_3.jpg', 's3://realty-images/flats/356/image_4.jpg', 's3://realty-images/flats/356/image_5.jpg']",5
36.0,1,2,6,111500,"4-я Тверская-Ямская улица,2/11с1","['avatars.mds.yandex.net/get-realty-offers/10238482/8affd154-c204-4dd6-a6d5-3ea624687598/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14773815/a9d84288-8af6-4faa-ab03-3b72dd0aee6f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13745223/a1da82e0-6370-4de1-afe4-5917cf91b52e/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13053830/0614752b-ce75-4331-94d7-aa0c0ebe7cff/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15438525/1ca50505-d809-4c37-a4fd-e3a9758584ec/app_snippet_large']",Заезд возможен с 25.03.2026. Сдаётся 1-комнатная квартира площадью 36 кв.м. с дизайнерским ремонтом на 2 этаже в 6-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Стиральная машина  Холодильник  Кондиционер  Микроволновка Дом -,"['s3://realty-images/flats/357/image_1.jpg', 's3://realty-images/flats/357/image_2.jpg', 's3://realty-images/flats/357/image_3.jpg', 's3://realty-images/flats/357/image_4.jpg', 's3://realty-images/flats/357/image_5.jpg']",5
57.0,1,47,77,273000,МФК NEVA TOWERS,"['avatars.mds.yandex.net/get-realty-offers/13538070/24330e7f-db46-4801-a3ef-c970860a07f8/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14375871/76e33cd0-d1b7-48d9-94e0-6053e721aa7a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15540911/029aa3ec-efba-4759-af9d-297d45c6eade/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13912669/0e83ef59-7147-47da-83e9-4a04b6da2811/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17824425/fac8631e-9521-475c-9944-f187b167bdc5/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 57 кв.м. с дизайнерским ремонтом на 47 этаже в 77-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Сушильная машина  Холодильник  Посудомоечная машина  Кондиционер,"['s3://realty-images/flats/358/image_1.jpg', 's3://realty-images/flats/358/image_2.jpg', 's3://realty-images/flats/358/image_3.jpg', 's3://realty-images/flats/358/image_4.jpg', 's3://realty-images/flats/358/image_5.jpg']",5
41.0,1,10,24,130500,Квартал «СИМВОЛ»,"['avatars.mds.yandex.net/get-realty-offers/16444596/3efc154e-f2db-4759-a7d5-f7bb87bc3ae6/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13971415/16796c68-a31f-455c-8eb7-f83a4785488f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14773815/f1906316-26a9-4da3-a2fe-783894a1912a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14767060/3d3d4fec-9a11-46f5-bb0b-a6cca2d2060a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18141612/32d72b6e-da9d-4050-b09b-81dfa0b62add/app_snippet_large']","Сдаётся уютная светлая евродвушка, с евроремонтом ремонтом и удобной мебелью, на 10 этаже в 24-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Плита  Вытяжка Дом -","['s3://realty-images/flats/359/image_1.jpg', 's3://realty-images/flats/359/image_2.jpg', 's3://realty-images/flats/359/image_3.jpg', 's3://realty-images/flats/359/image_4.jpg', 's3://realty-images/flats/359/image_5.jpg']",5
41.0,1,23,30,95000,ЖК «Метрополия»,"['avatars.mds.yandex.net/get-realty-offers/13865254/7df7b424-21fe-44f9-a165-6d0204f6926f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15375780/d1b7a5b3-b8b7-40f6-a474-5b94b94dbf49/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15375780/f9b6dad3-360b-4d8c-947c-120da1059a31/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16146422/69760f5f-7242-4f8f-8c82-26d820102e06/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13457073/f1a5845f-ecd1-4dde-831f-edcfda39b579/app_snippet_large']",Id 60354. Предлагаю просторную евро-2-комнатную квартирус дизайнерским ремонтом. Комиссия агентства всего 25% + низкая стоимость арендной ставки позволят жить в прекрасной квартире и не отказывать себе в удовольствиях. Квартира расположена в 2,"['s3://realty-images/flats/360/image_1.jpg', 's3://realty-images/flats/360/image_2.jpg', 's3://realty-images/flats/360/image_3.jpg', 's3://realty-images/flats/360/image_4.jpg', 's3://realty-images/flats/360/image_5.jpg']",5
43.0,1,9,24,115500,Жилой район «Алиа»,"['avatars.mds.yandex.net/get-realty-offers/12797795/45bd975f-a4a8-4643-b296-8ed18567a64b/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13100417/8e1c5f46-c325-4d2c-a259-4d303cb0d5b9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11909646/2f1837a0-36f3-4c1b-a69d-36b3e40637b5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14396637/32a8c42c-b83d-4758-84c6-6d1f4a1f3b83/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11909646/2a9a9c59-5567-481e-92e5-1411adf13389/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 43 кв.м. с дизайнерским ремонтом на 9 этаже в 24-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Бойлер,"['s3://realty-images/flats/361/image_1.jpg', 's3://realty-images/flats/361/image_2.jpg', 's3://realty-images/flats/361/image_3.jpg', 's3://realty-images/flats/361/image_4.jpg', 's3://realty-images/flats/361/image_5.jpg']",5
33.0,1,11,38,98500,Первый Дубровский,"['avatars.mds.yandex.net/get-realty-offers/16444596/75ba63c7-6422-43a2-b709-20cdaa2b72e5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13813756/7355ce0f-f756-45ba-8e59-a4d96c5b7553/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16293048/41a83126-9866-4cd8-a0de-e41a3c0b926c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14396637/f47345c5-fb75-4f51-9029-50a1c204e3bc/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14363166/cc7901ff-a7d6-4c9b-85fe-d893af6964f9/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 33 кв.м. с евроремонтом на 11 этаже в 38-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер  Микроволновка  Пылесос Дом - монолитный. В,"['s3://realty-images/flats/362/image_1.jpg', 's3://realty-images/flats/362/image_2.jpg', 's3://realty-images/flats/362/image_3.jpg', 's3://realty-images/flats/362/image_4.jpg', 's3://realty-images/flats/362/image_5.jpg']",5
